Correct;Wrong;Test image count;Accuracy;Detect Accuracy;FPS;Radius;Neighbours;Scale;Cascade;Single;Dataset
146;104;250;0.5840;1.0000;2.46;7;9;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
74;176;250;0.2960;1.0000;11.41;8;1;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
122;128;250;0.4880;1.0000;11.01;8;3;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
137;113;250;0.5480;1.0000;10.11;8;5;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
144;106;250;0.5760;1.0000;7.21;8;7;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
155;95;250;0.6200;1.0000;2.47;8;9;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
70;180;250;0.2800;1.0000;11.48;10;1;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
118;132;250;0.4720;1.0000;11.01;10;3;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
130;120;250;0.5200;1.0000;10.11;10;5;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
147;103;250;0.5880;1.0000;7.02;10;7;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
151;99;250;0.6040;1.0000;2.49;10;9;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
75;175;250;0.3000;1.0000;11.52;20;1;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
115;135;250;0.4600;1.0000;11.04;20;3;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
131;119;250;0.5240;1.0000;9.89;20;5;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
138;112;250;0.5520;1.0000;6.12;20;7;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
148;102;250;0.5920;1.0000;2.81;20;9;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
72;178;250;0.2880;1.0000;11.62;30;1;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
113;137;250;0.4520;1.0000;10.92;30;3;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
127;123;250;0.5080;1.0000;9.57;30;5;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
131;119;250;0.5240;1.0000;6.14;30;7;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
137;113;250;0.5480;1.0000;3.19;30;9;1.5;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
70;180;250;0.2800;1.0000;12.20;1;1;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
113;137;250;0.4520;1.0000;11.53;1;3;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
130;120;250;0.5200;1.0000;10.43;1;5;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
134;116;250;0.5360;1.0000;7.43;1;7;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
130;120;250;0.5200;1.0000;2.51;1;9;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
65;185;250;0.2600;1.0000;12.33;3;1;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
115;135;250;0.4600;1.0000;11.78;3;3;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
125;125;250;0.5000;1.0000;10.76;3;5;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
130;120;250;0.5200;1.0000;8.36;3;7;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
136;114;250;0.5440;1.0000;2.71;3;9;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
76;174;250;0.3040;1.0000;12.53;5;1;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
121;129;250;0.4840;1.0000;11.76;5;3;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
132;118;250;0.5280;1.0000;10.95;5;5;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
140;110;250;0.5600;1.0000;8.20;5;7;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
145;105;250;0.5800;1.0000;2.56;5;9;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
68;182;250;0.2720;1.0000;12.42;7;1;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
117;133;250;0.4680;1.0000;11.68;7;3;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
133;117;250;0.5320;1.0000;10.71;7;5;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
142;108;250;0.5680;1.0000;7.84;7;7;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
148;102;250;0.5920;1.0000;2.50;7;9;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
71;179;250;0.2840;1.0000;12.37;8;1;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
119;131;250;0.4760;1.0000;11.76;8;3;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
136;114;250;0.5440;1.0000;10.74;8;5;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
146;104;250;0.5840;1.0000;7.51;8;7;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
154;96;250;0.6160;1.0000;2.51;8;9;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
68;182;250;0.2720;1.0000;12.56;10;1;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
122;128;250;0.4880;1.0000;11.82;10;3;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
130;120;250;0.5200;1.0000;10.80;10;5;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
137;113;250;0.5480;1.0000;7.25;10;7;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
147;103;250;0.5880;1.0000;2.53;10;9;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
72;178;250;0.2880;1.0000;12.42;20;1;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
118;132;250;0.4720;1.0000;11.99;20;3;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
131;119;250;0.5240;1.0000;10.38;20;5;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
136;114;250;0.5440;1.0000;6.34;20;7;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
144;106;250;0.5760;1.0000;2.89;20;9;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
71;179;250;0.2840;1.0000;12.39;30;1;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
110;140;250;0.4400;1.0000;11.91;30;3;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
119;131;250;0.4760;1.0000;10.17;30;5;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
127;123;250;0.5080;1.0000;6.37;30;7;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
131;119;250;0.5240;1.0000;3.29;30;9;1.5;haarcascades/haarcascade_frontalface_alt2.xml;0;dup1
59;191;250;0.2360;0.8944;17.95;1;1;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
91;159;250;0.3640;0.8944;16.76;1;3;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
114;136;250;0.4560;0.8944;15.47;1;5;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
104;146;250;0.4160;0.8944;10.60;1;7;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
100;150;250;0.4000;0.8944;3.36;1;9;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
60;190;250;0.2400;0.8944;18.09;3;1;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
103;147;250;0.4120;0.8944;16.86;3;3;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
107;143;250;0.4280;0.8944;15.73;3;5;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
115;135;250;0.4600;0.8944;11.62;3;7;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
113;137;250;0.4520;0.8944;3.69;3;9;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
67;183;250;0.2680;0.8944;18.44;5;1;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
103;147;250;0.4120;0.8944;17.00;5;3;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
108;142;250;0.4320;0.8944;15.86;5;5;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
110;140;250;0.4400;0.8944;11.37;5;7;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
116;134;250;0.4640;0.8944;3.46;5;9;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
62;188;250;0.2480;0.8944;18.23;7;1;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
105;145;250;0.4200;0.8944;17.11;7;3;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
111;139;250;0.4440;0.8944;15.49;7;5;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
117;133;250;0.4680;0.8944;10.76;7;7;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
121;129;250;0.4840;0.8944;3.37;7;9;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
65;185;250;0.2600;0.8944;18.93;8;1;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
96;154;250;0.3840;0.8944;17.60;8;3;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
107;143;250;0.4280;0.8944;15.87;8;5;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
115;135;250;0.4600;0.8944;10.84;8;7;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
110;140;250;0.4400;0.8944;3.39;8;9;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
63;187;250;0.2520;0.8944;18.32;10;1;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
103;147;250;0.4120;0.8944;17.36;10;3;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
110;140;250;0.4400;0.8944;15.75;10;5;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
117;133;250;0.4680;0.8944;10.32;10;7;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
123;127;250;0.4920;0.8944;3.40;10;9;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
57;193;250;0.2280;0.8944;18.54;20;1;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
92;158;250;0.3680;0.8944;17.70;20;3;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
102;148;250;0.4080;0.8944;15.45;20;5;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
106;144;250;0.4240;0.8944;9.00;20;7;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
110;140;250;0.4400;0.8944;3.86;20;9;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
64;186;250;0.2560;0.8944;18.58;30;1;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
86;164;250;0.3440;0.8944;17.77;30;3;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
94;156;250;0.3760;0.8944;14.94;30;5;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
102;148;250;0.4080;0.8944;9.04;30;7;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
103;147;250;0.4120;0.8944;4.44;30;9;1.5;haarcascades/haarcascade_frontalface_alt_tree.xml;0;dup1
71;179;250;0.2840;0.9990;56.22;1;1;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
105;145;250;0.4200;0.9990;44.08;1;3;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
128;122;250;0.5120;0.9990;31.83;1;5;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
127;123;250;0.5080;0.9990;13.97;1;7;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
127;123;250;0.5080;0.9990;2.98;1;9;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
77;173;250;0.3080;0.9990;55.77;3;1;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
119;131;250;0.4760;0.9990;44.73;3;3;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
130;120;250;0.5200;0.9990;32.72;3;5;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
130;120;250;0.5200;0.9990;17.44;3;7;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
135;115;250;0.5400;0.9990;3.30;3;9;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
73;177;250;0.2920;0.9990;56.92;5;1;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
117;133;250;0.4680;0.9990;45.12;5;3;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
129;121;250;0.5160;0.9990;33.38;5;5;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
134;116;250;0.5360;0.9990;16.73;5;7;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
144;106;250;0.5760;0.9990;3.08;5;9;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
70;180;250;0.2800;0.9990;56.93;7;1;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
117;133;250;0.4680;0.9990;46.08;7;3;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
129;121;250;0.5160;0.9990;33.99;7;5;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
133;117;250;0.5320;0.9990;15.01;7;7;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
142;108;250;0.5680;0.9990;2.97;7;9;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
72;178;250;0.2880;0.9990;56.32;8;1;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
111;139;250;0.4440;0.9990;46.33;8;3;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
131;119;250;0.5240;0.9990;34.61;8;5;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
134;116;250;0.5360;0.9990;14.58;8;7;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
138;112;250;0.5520;0.9990;2.99;8;9;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
68;182;250;0.2720;0.9990;58.83;10;1;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
116;134;250;0.4640;0.9990;47.97;10;3;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
127;123;250;0.5080;0.9990;35.26;10;5;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
134;116;250;0.5360;0.9990;13.64;10;7;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
139;111;250;0.5560;0.9990;2.99;10;9;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
70;180;250;0.2800;0.9990;60.72;20;1;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
114;136;250;0.4560;0.9990;50.82;20;3;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
127;123;250;0.5080;0.9990;32.77;20;5;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
138;112;250;0.5520;0.9990;10.74;20;7;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
139;111;250;0.5560;0.9990;3.46;20;9;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
72;178;250;0.2880;0.9990;61.45;30;1;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
110;140;250;0.4400;0.9990;50.69;30;3;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
125;125;250;0.5000;0.9990;28.80;30;5;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
127;123;250;0.5080;0.9990;10.74;30;7;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
131;119;250;0.5240;0.9990;4.08;30;9;2.0;lbpcascades/lbpcascade_frontalface.xml;0;dup1
72;178;250;0.2880;0.9990;51.41;1;1;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
105;145;250;0.4200;0.9990;44.83;1;3;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
118;132;250;0.4720;0.9990;33.98;1;5;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
109;141;250;0.4360;0.9990;11.89;1;7;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
90;160;250;0.3600;0.9990;3.15;1;9;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
64;186;250;0.2560;0.9990;52.20;3;1;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
114;136;250;0.4560;0.9990;45.86;3;3;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
119;131;250;0.4760;0.9990;34.95;3;5;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
119;131;250;0.4760;0.9990;14.13;3;7;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
120;130;250;0.4800;0.9990;2.80;3;9;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
68;182;250;0.2720;0.9990;52.40;5;1;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
111;139;250;0.4440;0.9990;46.51;5;3;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
130;120;250;0.5200;0.9990;34.90;5;5;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
134;116;250;0.5360;0.9990;12.68;5;7;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
133;117;250;0.5320;0.9990;2.95;5;9;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
62;188;250;0.2480;0.9990;52.74;7;1;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
110;140;250;0.4400;0.9990;46.73;7;3;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
125;125;250;0.5000;0.9990;33.74;7;5;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
132;118;250;0.5280;0.9990;11.18;7;7;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
139;111;250;0.5560;0.9990;3.15;7;9;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
70;180;250;0.2800;0.9990;52.43;8;1;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
105;145;250;0.4200;0.9990;46.50;8;3;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
130;120;250;0.5200;0.9990;32.83;8;5;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
137;113;250;0.5480;0.9990;10.89;8;7;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
142;108;250;0.5680;0.9990;3.19;8;9;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
54;196;250;0.2160;0.9990;53.01;10;1;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
103;147;250;0.4120;0.9990;46.79;10;3;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
123;127;250;0.4920;0.9990;31.99;10;5;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
136;114;250;0.5440;0.9990;10.47;10;7;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
144;106;250;0.5760;0.9990;3.48;10;9;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
65;185;250;0.2600;0.9990;53.23;20;1;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
100;150;250;0.4000;0.9990;47.03;20;3;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
109;141;250;0.4360;0.9990;27.43;20;5;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
115;135;250;0.4600;0.9990;10.64;20;7;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
125;125;250;0.5000;0.9990;4.53;20;9;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
53;197;250;0.2120;0.9990;53.95;30;1;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
81;169;250;0.3240;0.9990;46.51;30;3;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
84;166;250;0.3360;0.9990;25.78;30;5;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
93;157;250;0.3720;0.9990;11.75;30;7;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
96;154;250;0.3840;0.9990;5.42;30;9;2.0;lbpcascades/lbpcascade_frontalface_improved.xml;0;dup1
62;188;250;0.2480;1.0000;21.53;1;1;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
108;142;250;0.4320;1.0000;19.42;1;3;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
125;125;250;0.5000;1.0000;16.69;1;5;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
128;122;250;0.5120;1.0000;10.13;1;7;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
125;125;250;0.5000;1.0000;2.75;1;9;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
78;172;250;0.3120;1.0000;21.65;3;1;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
111;139;250;0.4440;1.0000;19.74;3;3;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
123;127;250;0.4920;1.0000;17.05;3;5;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
127;123;250;0.5080;1.0000;11.64;3;7;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
132;118;250;0.5280;1.0000;3.04;3;9;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
74;176;250;0.2960;1.0000;21.35;5;1;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
114;136;250;0.4560;1.0000;19.90;5;3;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
121;129;250;0.4840;1.0000;17.36;5;5;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
132;118;250;0.5280;1.0000;11.18;5;7;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
138;112;250;0.5520;1.0000;2.84;5;9;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
77;173;250;0.3080;1.0000;21.80;7;1;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
108;142;250;0.4320;1.0000;20.02;7;3;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
120;130;250;0.4800;1.0000;17.43;7;5;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
132;118;250;0.5280;1.0000;10.71;7;7;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
136;114;250;0.5440;1.0000;2.74;7;9;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
76;174;250;0.3040;1.0000;21.77;8;1;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
109;141;250;0.4360;1.0000;20.20;8;3;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
127;123;250;0.5080;1.0000;17.56;8;5;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
135;115;250;0.5400;1.0000;10.46;8;7;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
137;113;250;0.5480;1.0000;2.76;8;9;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
77;173;250;0.3080;1.0000;22.01;10;1;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
113;137;250;0.4520;1.0000;20.35;10;3;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
124;126;250;0.4960;1.0000;17.61;10;5;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
135;115;250;0.5400;1.0000;9.90;10;7;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
143;107;250;0.5720;1.0000;2.76;10;9;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
68;182;250;0.2720;1.0000;21.78;20;1;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
112;138;250;0.4480;1.0000;20.73;20;3;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
120;130;250;0.4800;1.0000;16.80;20;5;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
128;122;250;0.5120;1.0000;8.25;20;7;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
135;115;250;0.5400;1.0000;3.12;20;9;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
77;173;250;0.3080;1.0000;22.25;30;1;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
105;145;250;0.4200;1.0000;20.66;30;3;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
120;130;250;0.4800;1.0000;16.05;30;5;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
126;124;250;0.5040;1.0000;8.24;30;7;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
127;123;250;0.5080;1.0000;3.62;30;9;2.0;haarcascades/haarcascade_frontalface_default.xml;0;dup1
64;186;250;0.2560;1.0000;20.07;1;1;2.0;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
124;126;250;0.4960;1.0000;18.17;1;3;2.0;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
134;116;250;0.5360;1.0000;15.78;1;5;2.0;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
134;116;250;0.5360;1.0000;9.80;1;7;2.0;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
137;113;250;0.5480;1.0000;2.71;1;9;2.0;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
67;183;250;0.2680;1.0000;20.29;3;1;2.0;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
118;132;250;0.4720;1.0000;18.58;3;3;2.0;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
131;119;250;0.5240;1.0000;16.20;3;5;2.0;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
137;113;250;0.5480;1.0000;11.37;3;7;2.0;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
141;109;250;0.5640;1.0000;2.95;3;9;2.0;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
73;177;250;0.2920;1.0000;20.37;5;1;2.0;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
122;128;250;0.4880;1.0000;18.84;5;3;2.0;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
134;116;250;0.5360;1.0000;16.51;5;5;2.0;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
135;115;250;0.5400;1.0000;10.96;5;7;2.0;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
143;107;250;0.5720;1.0000;2.77;5;9;2.0;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
75;175;250;0.3000;1.0000;20.50;7;1;2.0;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
126;124;250;0.5040;1.0000;18.50;7;3;2.0;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
135;115;250;0.5400;1.0000;16.60;7;5;2.0;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
142;108;250;0.5680;1.0000;10.22;7;7;2.0;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
150;100;250;0.6000;1.0000;2.70;7;9;2.0;haarcascades/haarcascade_frontalface_alt.xml;0;dup1
